ID,LETO,AVTOR,MESTO,DRŽAVA,TABLATURA,INSTRUMENT,STRUNE,RAZPRAVA
4008,1805,"Egloffstein, Caroline von",,,,guitar,,NE
4009,,"Guglielmi, Pietro Alessandro",,,,guitar,,NE
4010,1805,,,,,guitar,,NE
4011,1805,,,,,guitar,,NE
4012,1806,"Amon, Johannes",Augsburg,Germany,,guitar,,NE
4013,1806,"Amon, Johannes",Bonn,Germany,,guitar,,NE
4014,1806,"Amon, Johannes",Offenbach,Germany,,guitar,,NE
4015,1806,,Leipzig,Germany,,guitar,,NE
4016,1806,,Berlin,Germany,,guitar,,NE
4017,,,Berlin,Germany,,guitar,,NE
4018,,,Hamburg,Germany,,guitar,,NE
4019,1806,"Arnold, Johann",Mainz,Germany,,guitar,,NE
4020,1806,"Berton, Henri-Montan",Paris,France,,guitar,,NE
4021,,"Berton, Henri-Montan",Paris,France,,guitar,,NE
4022,,"Berton, Henri-Montan",Paris,France,,guitar,,NE
4023,,"Berton, Henri-Montan",Paris,France,,guitar,,NE
4024,1806,"Bevilacqua, Matteo",Vienna,Austria,,guitar,,NE
4025,1806,"Bevilacqua, Matteo",Vienna,Austria,,guitar,,NE
4026,1806,"Bevilacqua, Matteo",Vienna,Austria,,guitar,,NE
4027,,"Bevilacqua, Matteo",Vienna,Austria,,guitar,,NE
4028,1806,"Böcklin von Böcklinsau?, Franz Friedrich Siegmund August",Braunschweig,Germany,,"lute, guitar",,NE
4029,1806,"Bortolazzi, Bartolomeo",Vienna,Austria,,guitar,,NE
4030,1806,"Call, Leonhard von",Worms,Germany,,"lute, guitar",,NE
4031,1806,"Call, Leonhard von",Worms,Germany,,"lute, guitar",,NE
4032,1806,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4033,1806,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4034,1806,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4035,1806,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4036,1806,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4037,1806,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4038,1806,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4039,1806,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4040,1806,"Call, Leonhard von",Bonn,Germany,,"lute, guitar",,NE
4041,1806,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4042,1806,"Call, Leonhard von",Bonn,Germany,,"lute, guitar",,NE
4043,1806,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4044,,"Call, Leonhard von",Bonn,Germany,,guitar,,NE
4045,,"Call, Leonhard von",Bonn and Cologne,Germany,,"lute, guitar",,NE
4046,,"Call, Leonhard von",Mainz,Germany,,"lute, guitar",,NE
4047,,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4048,,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4049,,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4050,,"Cherubini, Luigi",Vienna,Austria,,"lute, guitar",,NE
4051,1806,"Dalayrac, Nicolas-Marie",Hamburg,Germany,,guitar,,NE
4052,1806,"Gelli, Vincenzo",Vienna,Austria,,guitar,,NE
4053,,"Gyrowetz, Adalbert",Mainz,Germany,,guitar,,NE
4054,1806,"Hanisch?, Franz Xaver",Regensburg,Germany,,guitar,,NE
4055,1806,"Himmel, Friedrich Heinrich",Berlin,Germany,,guitar,,NE
4056,,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
4057,1806,"Kreusser, Johann",Mainz,Germany,,guitar,,NE
4058,1806,"Lehman, Johann Traugott",Berlin,Germany,,guitar,,NE
4059,1806,"Lehman, Johann Traugott",Berlin,Germany,,guitar,,NE
4060,1806,"Lehman, Johann Traugott",Berlin,Germany,,guitar,,NE
4061,1806,"Marchesi, Luigi",Bonn,Germany,,guitar,,NE
4062,,"Marchesi, Luigi",Vienna,Austria,,guitar,,NE
4063,,"Marchesi, Luigi",Vienna,Austria,,guitar,,NE
4064,,"Méhul, Etienne-Nicolas",,,,guitar,,NE
4065,1806,"Methfessel, Friedrich",Leipzig,Germany,,guitar,,NE
4066,1806,"Methfessel, Friedrich",Leipzig,Germany,,guitar,,NE
4067,1806,"Molitor, Simon",Vienna,Austria,,"lute, guitar",,NE
4068,1806,"Molitor, Simon",Vienna,Austria,,"lute, guitar",,NE
4069,1806,"Monsigny, Pierre-Alexandre",Paris,France,,guitar,,NE
4070,1806,"Mozart, Wolfgang Amadeus",Leipzig,Germany,,guitar,,NE
4071,1806,"Righini, Vincenzo",Vienna,Austria,,guitar,,NE
4072,1806,"Tandler, Franz",Vienna,Austria,,guitar,,NE
4073,1806,"Tandler, Franz",Vienna,Austria,,guitar,,NE
4074,1806,"Vanhal, Johann Baptist",Paris,France,,guitar,,NE
4075,,"Winter, Peter von",Vienna,Austria,,guitar,,NE
4076,1806,"Wolf, Alois Joseph Anton Balthasar",Vienna,Austria,,guitar,,NE
4077,,"Bornhardt, Johann Heinrich Carl",,,,guitar,,NE
4078,1806,,,,,guitar,,NE
4079,1806,"Call, Leonhard von",,,,guitar,,NE
4080,,"Küffner, Joseph",,,,guitar,,NE
4081,,"Küffner, Joseph",,,,guitar,,NE
4082,,"Küffner, Joseph",,,,guitar,,NE
4083,,"Küffner, Joseph",,,,"lute, guitar",,NE
4084,,"Küffner, Joseph",,,,"lute, guitar",,NE
4085,,"Talleyrand, Auguste de",,,,guitar,5,NE
4086,1806,"Ellmenreich, Johann Baptist",,,,guitar,,NE
4087,1806,"Neri, Benedetto",,,,guitar,,NE
4088,1807,"Amon, Johannes",Offenbach,Germany,,guitar,,NE
4089,1807,"Amon, Johannes",Offenbach,Germany,,guitar,,NE
4090,1807,"Arnold, Johann",Mainz,Germany,,guitar,,NE
4091,1807,"Beethoven, Ludwig van",Vienna,Austria,,guitar,,NE
4092,1807,"Böcklin von Böcklinsau, Franz Friedrich Siegmund August",Braunschweig,Germany,,guitar,,NE
4093,1807,"Call, Leonhard von",Worms,Germany,,guitar,,NE
4094,1807,"Call, Leonhard von",Worms,Germany,,guitar,,NE
4095,1807,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4096,1807,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4097,1807,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4098,1807,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4099,1807,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4100,1807,"Call, Leonhard von",Leipzig,Germany,,guitar,,NE
4101,,"Call, Leonhard von",Bonn and Cologne,Germany,,"lute, guitar",,NE
4102,,"Call, Leonhard von",Bonn,Germany,,guitar,,NE
4103,,"Call, Leonhard von",Bonn and Cologne,Germany,,"lute, guitar",,NE
4104,1807,"Carulli, Ferdinando",Vienna,Austria,,guitar,,NE
4105,1807,"Carulli, Ferdinando",Augsburg,Germany,,guitar,,NE
4106,1807,"Carulli, Ferdinando",,,,guitar,,NE
4107,1807,"Catel, Charles-Simon",Vienna,Austria,,guitar,,NE
4108,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
4109,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
4110,1807,"Dezède, Nicolas",Paris,France,,guitar,,NE
4111,1807,"Diabelli, Anton",Vienna,Austria,,guitar,,NE
4112,1807,"Diabelli, Anton",Vienna,Austria,,guitar,,NE
4113,1807,"Diabelli, Anton",Vienna,Austria,,guitar,,NE
4114,1807,"Diabelli, Anton",Vienna,Austria,,guitar,,NE
4115,1807,"Doisy, François",Leipzig,Germany,,guitar,,NE
4116,1807,"Gatayes, Guillaume-Pierre-Antoine",Paris,France,,guitar,,NE
4117,1807,"Giuliani, Mauro",,,,guitar,,NE
4118,1807,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
4119,1807,"Göpfert, Carl Andreas",Offenbach,Germany,,"lute, guitar",,NE
4120,1807,"Gragnani, Filippo",Paris,France,,guitar,,NE
4121,1807,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
4122,1807,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
4123,1807,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
4124,1807,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
4125,,"Himmel, Friedrich Heinrich",Vienna,Austria,,guitar,,NE
4126,,"Himmel, Friedrich Heinrich",Vienna,Austria,,guitar,,NE
4127,,"Himmel, Friedrich Heinrich",Vienna,Austria,,guitar,,NE
4128,1807,"Huber, Johann Nikolaus",Vienna,Austria,,guitar,,NE
4129,1807,"Jusdorff, Johann Carl",Mainz,Germany,,guitar,,NE
4130,1807,"Kreusser, Johann",Mainz,Germany,,guitar,,NE
4131,1807,"Kreusser, Johann",Mainz,Germany,,guitar,,NE
4132,1807,"Matiegka, Wenzel Thomas",Vienna,Austria,,guitar,,NE
4133,1807,"Matiegka, Wenzel Thomas",Vienna,Austria,,guitar,,NE
4134,1807,"Matiegka, Wenzel Thomas",Vienna,Austria,,guitar,,NE
4135,1807,"Matiegka, Wenzel Thomas",Vienna,Austria,,guitar,,NE
4136,1807,"Matiegka, Wenzel Thomas",Vienna,Austria,,guitar,,NE
4137,1807,"Matiegka, Wenzel Thomas",Vienna,Austria,,guitar,,NE
4138,,"Méhul, Etienne-Nicolas",Paris,France,,guitar,,NE
4139,,"Méhul, Etienne-Nicolas",Vienna,Austria,,guitar,,NE
4140,1807,"Molitor, Simon",Vienna,Austria,,guitar,,NE
4141,1807,"Molitor, Simon",Vienna,Austria,,guitar,,NE
4142,1807,"Molitor, Simon",Vienna,Austria,,guitar,,NE
4143,1807,"Molitor, Simon",Vienna,Austria,,guitar,,NE
4144,1807,"Petzina, Joseph Edmund",Vienna,Austria,,guitar,,NE
4145,1807,"Schinn, Georg",Munich,Germany,,guitar,,NE
4146,1807,"Sterkel, Johann Franz Xaver",Leipzig,Germany,,guitar,,NE
4147,1807,"Vogler, Georg Joseph",Vienna,Austria,,guitar,,NE
4148,1807,,Bonn,Germany,,guitar,,NE
4149,1807,"Weigl, Joseph",Vienna,Austria,,guitar,,NE
4150,,"Weigl, Joseph",Vienna,Austria,,guitar,,NE
4151,1807,"Westenholz?, Friedrich",Berlin,Germany,,guitar,,NE
4152,,"Woelfl, Joseph",Paris,France,,guitar,,NE
4153,1807,,,,,guitar,,NE
4154,1807,"Beethoven, Ludwig van",,,,guitar,,NE
4155,,,,,,guitar,,NE
4156,,"Bornhardt, Johann Heinrich Carl",,,,guitar,,NE
4157,,"Bornhardt, Johann Heinrich Carl",,,,guitar,,NE
4158,1807,"Harder, August",,,,guitar,,NE
4159,1807,,,,,guitar,,NE
4160,1807,"Dalayrac, Nicolas-Marie",,,,guitar,,NE
4161,1807,"Mayr, Johann Simon",,,,guitar,,NE
4162,1807,"Carulli, Ferdinando",,,,"lute, guitar",,NE
4163,1808,"Ambrosch, Joseph Karl",Leipzig,Germany,,guitar,,NE
4164,,"Ambrosch, Joseph Karl",Hamburg,Germany,,guitar,,NE
4165,1808,"Baumgartner, Johann Baptist",Mainz,Germany,,guitar,,NE
4166,1808,"Bornhardt, Johann Heinrich Carl",Braunschweig,Germany,,guitar,,NE
4167,1808,"Call, Leonhard von",Offenbach,Germany,,"lute, guitar",,NE
4168,1808,"Call, Leonhard von",Bonn,Germany,,"lute, guitar",,NE
4169,1808,"Call, Leonhard von",Mainz,Germany,,"lute, guitar",,NE
4170,1808,"Call, Leonhard von",Bonn,Germany,,"lute, guitar",,NE
4171,1808,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4172,1808,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4173,1808,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4174,1808,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4175,1808,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4176,1808,"Call, Leonhard von",Mainz,Germany,,guitar,,NE
4177,1808,"Call, Leonhard von",Worms,Germany,,guitar,,NE
4178,,"Call, Leonhard von",Offenbach,Germany,,guitar,,NE
4179,,"Call, Leonhard von",Mainz,Germany,,guitar,,NE
4180,1808,"Carulli, Ferdinando",Vienna,Austria,,guitar,,NE
4181,1808,"Diabelli, Anton",Vienna,Austria,,guitar,,NE
4182,1808,"Eckschlager?, August",Salzburg,Austria,,guitar,,NE
4183,1808,"Fier, Jean Baptiste de",Vienna,Austria,,guitar,,NE
4184,1808,,Leipzig,Germany,,guitar,,NE
4185,1808,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
4186,1808,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
4187,1808,"Göpfert, Carl Andreas",Offenbach,Germany,,"lute, guitar",,NE
4188,1808,"Göpfert, Carl Andreas",Offenbach,Germany,,guitar,,NE
4189,1808,"Göpfert, Carl Andreas",Offenbach,Germany,,"lute, guitar",,NE
4190,1808,"Gragnani, Filippo",Augsburg,Germany,,guitar,,NE
4191,1808,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
4192,1808,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
4193,1808,"Himmel, Friedrich Heinrich",Bonn,Germany,,guitar,,NE
4194,1808,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
4195,1808,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
4196,1808,"Kraus, Joseph Albert Valentin",Leipzig,Germany,,guitar,,NE
4197,1808,"Lamparelli, Antonio",Paris,France,,guitar,,NE
4198,1808,"Martín y Soler, Vicente",Augsburg,Germany,,guitar,,NE
4199,1808,"Maurer, Franz Anton",Mainz,Germany,,guitar,,NE
4200,1808,"Maurer, Franz Anton",Mainz,Germany,,"lute, guitar",,NE
4201,1808,"Mayr, Johann Simon",Venice,Italy,,guitar,,NE
4202,1808,"Molitor, Simon",Vienna,Austria,,guitar,,NE
4203,1808,"Molitor, Simon",Vienna,Austria,,guitar,,NE
4204,1808,"Paisiello, Giovanni",Leipzig,Germany,,guitar,,NE
4205,,"Pollet, Benoît",Paris,France,,guitar,,NE
4206,1808,"Reiner, Joseph Ewald",Leipzig,Germany,,guitar,,NE
4207,1808,"Reiner, Joseph Ewald",Leipzig,Germany,,guitar,,NE
4208,1808,"Reiner, Joseph Ewald",Leipzig,Germany,,guitar,,NE
4209,,"Solié, Jean-Pierre",Paris,France,,guitar,,NE
4210,,"Solié, Jean-Pierre",Paris,France,,guitar,,NE
4211,,"Solié, Jean-Pierre",Paris,France,,guitar,,NE
4212,,"Vanhal, Johann Baptist",Bonn,Germany,,"lute, guitar",,NE
4213,1808,"Weber, Bernhard Anselm",Berlin,Germany,,guitar,,NE
4214,1808,"Weigl, Joseph",Mainz,Germany,,guitar,,NE
4215,,"Weigl, Joseph",Vienna,Austria,,guitar,,NE
4216,,"Weigl, Joseph",Vienna,Austria,,guitar,,NE
4217,,"Weigl, Joseph",Vienna,Austria,,guitar,,NE
4218,1808,"Zingarelli, Niccolò Antonio",Vienna,Austria,,"lute, guitar",,NE
4219,1808,"Zingarelli, Niccolò Antonio",Vienna,Austria,,guitar,,NE
4220,1808,,,,,guitar,,NE
4221,1808,"Liverati, Giovanni",,,,guitar,,NE
4222,1808,"Liverati, Giovanni",,,,guitar,,NE
4223,1808,,,,,"lute, guitar",,NE
4224,1808,,,,,guitar,,NE
4225,1808,,,,,guitar,,NE
4226,1808,"Monzino, Giacomo",,,,guitar,,NE
4227,1808,"Carulli, Ferdinando",,,,guitar,,NE
4228,1808,"Carulli, Ferdinando",,,,guitar,,NE
4229,1808,"Farinelli, Giuseppe",,,,guitar,,NE
4230,1808,"Mayr, Johann Simon",,,,guitar,,NE
4231,,"Blum, Karl Ludwig",,,,"lute, guitar",,NE
4232,1808,"Berton, Henri-Montan",,,,guitar,,NE
4233,1808,,,,,guitar,,NE
4234,1808,"Orlandi, Ferdinando",,,,guitar,,NE
4235,,"Abeille, Ludwig",Mainz,Germany,,"lute, guitar",,NE
4236,1809,"Amon, Johannes",Offenbach,Germany,,guitar,,NE
4237,1809,"Amon, Johannes",Offenbach,Germany,,guitar,,NE
4238,,,Bonn,Germany,,guitar,,NE
4239,1809,"Balochi, Luigi",Paris,France,,guitar,,NE
4240,,"Berton, Henri-Montan",Paris,France,,guitar,,NE
4241,,"Berton, Henri-Montan",Paris,France,,guitar,,NE
4242,1809,"Bevilacqua, Matteo",Vienna,Austria,,guitar,,NE
4243,1809,"Call, Leonhard von",Mainz,Germany,,guitar,,NE
4244,1809,,Vienna,Austria,,guitar,,NE
4245,,"Della Maria, Pierre-Antoine-Dominique",Mainz,Germany,,guitar,,NE
4246,1809,"Doche, Joseph-Denis",Paris,France,,guitar,,NE
4247,1809,"Egli, Johann Heinrich",,,,guitar,,NE
4248,1809,"Gänsbacher, Johann",,,,guitar,,NE
4249,,,Paris,France,,guitar,,NE
4250,1809,"Henkel, Michael",Offenbach,Germany,,"lute, guitar",,NE
4251,1809,"Himmel, Friedrich Heinrich",Würzburg,Germany,,guitar,,NE
4252,1809,"Himmel, Friedrich Heinrich",Mainz,Germany,,"lute, guitar",,NE
4253,1809,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
4254,1809,"Himmel, Friedrich Heinrich",Offenbach,Germany,,guitar,,NE
4255,1809,"Jacquin, Emilian Gottfried von",Leipzig,Germany,,guitar,,NE
4256,1809,"Kreusser, Johann",Bonn,Germany,,guitar,,NE
4257,,"Molino, Valentino",Milan,Italy,,guitar,,NE
4258,,"Mozart, Wolfgang Amadeus",Bonn,Germany,,guitar,,NE
4259,,"Paisiello, Giovanni",Mainz,Germany,,guitar,,NE
4260,1809,"Rack, Johann Georg",Vienna,Austria,,guitar,,NE
4261,1809,"Reichardt, Johann Friedrich",Leipzig,Germany,,guitar,,NE
4262,1809,"Salieri, Antonio",Mainz,Germany,,guitar,,NE
4263,,"Salieri, Antonio",Mainz,Germany,,guitar,,NE
4264,1809,"Schneider, Georg Laurenz",Coburg,Germany,,guitar,,NE
4265,1809,"Schneider, Georg Laurenz",Bonn,Germany,,guitar,,NE
4266,1809,"Seidel, Friedrich Ludwig",Berlin,Germany,,guitar,,NE
4267,1809,"Solié, Jean-Pierre",Leipzig,Germany,,guitar,,NE
4268,,"Solié, Jean-Pierre",Paris,France,,guitar,,NE
4269,,"Solié, Jean-Pierre",Paris,France,,guitar,,NE
4270,1809,"Tost, František Xaver",Leipzig,Germany,,guitar,,NE
4271,,"Weigl, Joseph",Vienna,Austria,,guitar,,NE
4272,,"Weigl, Joseph",Leipzig,Germany,,guitar,,NE
4273,,"Weigl, Joseph",Bonn,Germany,,"lute, guitar",,NE
4274,,"Weigl, Joseph",Vienna,Austria,,guitar,,NE
4275,,"Weigl, Joseph",Vienna,Austria,,guitar,,NE
4276,,"Weigl, Joseph",Vienna,Austria,,guitar,,NE
4277,,"Weigl, Joseph",Vienna,Austria,,guitar,,NE
4278,,"Weigl, Joseph",Mainz,Germany,,"lute, guitar",,NE
4279,,"Weigl, Joseph",Vienna,Austria,,guitar,,NE
4280,,"Winter, Peter von",Mainz,Germany,,guitar,,NE
4281,,"Pillot, Ferdinand",,,,guitar,,NE
4282,1809,,,,,guitar,,NE
4283,1809,,,,,guitar,,NE
4284,1809,,,,,guitar,,NE
4285,1809,"Mayr, Johann Simon",,,,guitar,,NE
4286,1809,"Himmel, Friedrich Heinrich",,,,guitar,,NE
4287,1809,"Paër, Ferdinando",,,,guitar,,NE
4288,1809,"Rossini, Gioachino",,,,guitar,,NE
4289,1810,"Amon, Johannes",Bonn,Germany,,guitar,,NE
4290,1810,"Amon, Johannes",Offenbach,Germany,,guitar,,NE
4291,1810,,Mainz,Germany,,guitar,,NE
4292,1810,,Offenbach,Germany,,guitar,,NE
4293,1810,,Hamburg,Germany,,guitar,,NE
4294,1810,,,,,guitar,,NE
4295,1810,,Hamburg,Germany,,guitar,,NE
4296,1810,,Amsterdam,Netherlands,,guitar,,NE
4297,1810,"Arnold, Johann",Mainz,Germany,,guitar,,NE
4298,1810,"Arnold, Johann",Mainz,Germany,,"lute, guitar",,NE
4299,1810,"Bachmann, Gottlob",Mainz,Germany,,guitar,,NE
4300,1810,"Berton, Henri-Montan",Paris,France,,guitar,,NE
4301,1810,"Blum?, Karl Ludwig",,,,guitar,,NE
4302,1810,"Blum?, Karl Ludwig",Leipzig,Germany,,guitar,,NE
4303,,"Blum?, Karl Ludwig",Leipzig,Germany,,guitar,,NE
4304,,"Blum?, Karl Ludwig",Leipzig,Germany,,guitar,,NE
4305,,"Boieldieu, Adrien",Worms,Germany,,guitar,,NE
4306,,"Boieldieu, Adrien",Bonn and Cologne,Germany,,"lute, guitar",,NE
4307,1810,"Bornhardt, Johann Heinrich Carl",Leipzig,Germany,,guitar,,NE
4308,1810,"Bornhardt, Johann Heinrich Carl",Hamburg,Germany,,guitar,,NE
4309,1810,"Bornhardt, Johann Heinrich Carl",Berlin,Germany,,guitar,,NE
4310,,"Bornhardt, Johann Heinrich Carl",Hamburg,Germany,,"lute, guitar",,NE
4311,,"Bornhardt, Johann Heinrich Carl",Braunschweig,Germany,,guitar,,NE
4312,,"Bornhardt, Johann Heinrich Carl",Hamburg,Germany,,guitar,,NE
4313,,"Bornhardt, Johann Heinrich Carl",Braunschweig,Germany,,guitar,,NE
4314,,"Bornhardt, Johann Heinrich Carl",Hamburg,Germany,,guitar,,NE
4315,,"Bornhardt, Johann Heinrich Carl",Hamburg,Germany,,guitar,,NE
4316,,"Bornhardt, Johann Heinrich Carl",Hamburg,Germany,,guitar,,NE
4317,,"Bornhardt, Johann Heinrich Carl",Braunschweig,Germany,,guitar,,NE
4318,,"Bornhardt, Johann Heinrich Carl",Braunschweig,Germany,,guitar,,NE
4319,,"Bornhardt, Johann Heinrich Carl",Hamburg,Germany,,guitar,,NE
4320,,"Bornhardt, Johann Heinrich Carl",Berlin,Germany,,guitar,,NE
4321,,"Bornhardt, Johann Heinrich Carl",Berlin,Germany,,guitar,,NE
4322,,"Bornhardt, Johann Heinrich Carl",Leipzig,Germany,,"lute, guitar",,NE
4323,1810,"Brand?, Friedrich",Mainz,Germany,,guitar,,NE
4324,1810,"Call, Leonhard von",Mainz,Germany,,"lute, guitar",,NE
4325,1810,"Call, Leonhard von",Mainz,Germany,,"lute, guitar",,NE
4326,1810,"Call, Leonhard von",Mainz,Germany,,"lute, guitar",,NE
4327,1810,"Call, Leonhard von",Bonn,Germany,,"lute, guitar",,NE
4328,1810,"Call, Leonhard von",Bonn,Germany,,"lute, guitar",,NE
4329,1810,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4330,1810,"Call, Leonhard von",Vienna,Austria,,guitar,,NE
4331,1810,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4332,1810,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4333,1810,"Call, Leonhard von",Hamburg,Germany,,guitar,,NE
4334,,"Call, Leonhard von",Paris,France,,guitar,,NE
4335,,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4336,,"Call, Leonhard von",Paris,France,,"lute, guitar",,NE
4337,,"Call, Leonhard von",Paris,France,,"lute, guitar",,NE
4338,,"Call, Leonhard von",Vienna,Austria,,"lute, guitar",,NE
4339,,"Call, Leonhard von",Paris,France,,"lute, guitar",,NE
4340,,"Call, Leonhard von",Paris,France,,"lute, guitar",,NE
4341,,"Call, Leonhard von",Hamburg,Germany,,guitar,,NE
4342,1810,"Carulli, Ferdinando",Paris,France,,guitar,,NE
4343,,"Chiavacci, Vincenzo",Braunschweig,Germany,,"lute, guitar",,NE
4344,1810,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
4345,,"Dalayrac, Nicolas-Marie",Bonn and Cologne,Germany,,"lute, guitar",,NE
4346,,"Dalayrac, Nicolas-Marie",Vienna,Austria,,"lute, guitar",,NE
4347,1810,"Dalberg, Johann Friedrich Hugo von",Amsterdam,Netherlands,,guitar,,NE
4348,1810,"Dietrichstein-Proskau-Leslie, Moriz Joseph Johann von",Vienna,Austria,,guitar,,NE
4349,1810,"Doisy, François",Amsterdam,Netherlands,,guitar,,NE
4350,1810,"Doisy, François",Amsterdam,Netherlands,,guitar,,NE
4351,1810,"Farinelli, Giuseppe",Milan,Italy,,guitar,,NE
4352,1810,,Mainz,Germany,,guitar,,NE
4353,1810,"Figlioli, Placidus",Vienna,Austria,,guitar,,NE
4354,1810,"Fioravanti, Valentino",Paris,France,,guitar,,NE
4355,,"Gänsbacher, Johann",Prague,Czech Republic,,"lute, guitar",,NE
4356,1810,"Gaveaux, Pierre",Braunschweig,Germany,,guitar,,NE
4357,1810,"Gaveaux, Pierre",Paris,France,,guitar,,NE
4358,1810,"Gianella, Luigi",London,England,,guitar,,NE
4359,1810,"Gianella, Luigi",London,England,,guitar,,NE
4360,1810,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
4361,1810,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
4362,1810,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
4363,1810,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
4364,1810,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
4365,,"Giuliani, Mauro",Vienna,Austria,,guitar,,NE
4366,,"Giuliani, Mauro",,,,guitar,,NE
4367,1810,"Grosheim, Georg Christoph",Mainz,Germany,,guitar,,NE
4368,1810,"Himmel, Friedrich Heinrich",Berlin,Germany,,guitar,,NE
4369,1810,"Himmel, Friedrich Heinrich",Mainz,Germany,,guitar,,NE
4370,,"Himmel, Friedrich Heinrich",Berlin,Germany,,guitar,,NE
4371,,"Himmel, Friedrich Heinrich",Hamburg,Germany,,guitar,,NE
4372,,"Himmel, Friedrich Heinrich",Mainz,Germany,,guitar,,NE
4373,,"Himmel, Friedrich Heinrich",Vienna,Austria,,guitar,,NE
4374,,"Kauer, Ferdinand",Bonn and Cologne,Germany,,"lute, guitar",,NE
4375,1814,"Kníže, František Max",Prague,Czech Republic,,guitar,,NE
4376,1810,"Kreusser, Johann",Mainz,Germany,,guitar,,NE
4377,1810,"Kreusser, Johann",Mainz,Germany,,guitar,,NE
4378,1810,"Lemoine, Antoine-Marcel",Paris,France,,guitar,,NE
4379,1810,"Light, Edward",London,England,,lute,,NE
4380,1810,"Light, Edward",London,England,,lute,,NE
4381,1810,"Light, Edward",London,England,,"lute, guitar",,NE
4382,,"Linse, Heinrich",Worms,Germany,,guitar,,NE
4383,1810,"Marinelli, Franz",Vienna,Austria,,guitar,,NE
4384,1810,"Meggenhofen, Friedrich",Mainz,Germany,,guitar,,NE
4385,1810,"Méhul, Etienne-Nicolas",Mainz,Germany,,guitar,,NE
4386,,"Méhul, Etienne-Nicolas",Bonn and Cologne,Germany,,"lute, guitar",,NE
4387,,"Methfessel, Albert",Leipzig,Germany,,guitar,,NE
4388,1810,"Molino, Valentino",Turin,Italy,,guitar,,NE
4389,1810,"Molitor, Simon",Offenbach,Germany,,guitar,,NE
4390,1810,"Monzino, Giacomo",Milan,Italy,,guitar,,NE
4391,1810,"Moretti, Federico",Mainz,Germany,,guitar,,NE
4392,1810,"Mozart, Wolfgang Amadeus",Mainz,Germany,,guitar,,NE
4393,1810,"Mozart, Wolfgang Amadeus",Mainz,Germany,,guitar,,NE
4394,,"Müller, Wenzel",Bonn and Cologne,Germany,,"lute, guitar",,NE
4395,,"Müller, Wenzel",Bonn and Cologne,Germany,,"lute, guitar",,NE
4396,1810,"Mussini, Natale Nicolo",Hamburg,Germany,,guitar,,NE
4397,1810,"Mussini, Natale Nicolo",Hamburg,Germany,,guitar,,NE
